Avtosalon,Qiymet,Valyuta,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Yeniləndi,Baxışların sayı,Extra,Etrafli,Sahiblər,Hansı bazar üçün yığılıb,Yerlərin sayı,Qəzalı
0,36500,AZN,Şəki,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,139 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,472,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr",Salam.Maşin tam əla veziyyetdedir.Heç bir problemi yoxdur.Bez kraskadir.Orijinal probeqdir.Ciddi almaq isteyenler narahat etsin.,,,7,
0,5200,AZN,Bakı,Iran Khodro,Samand,2006,Sedan,Göy,1.8 L/100 a.g./Benzin,350 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 25.05.2023,1272,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Yan pərdələr",Salam masin gorunduyu kimidir kasmetik işi yox mator karopqasi ela yağ yemeyi yoxdur akmiyatoru teze on tekerleri bir hefdedir vurulub teze arxalari normaldir sigortası 3gundur olunub kondiseneri buz kimin vurur yag axidan yeri yoxdur ne xerçi olsa pulundan cixilacaq salonu Cox selqelidir  bu qiymete bücür assemed yoxdur Real alıcı ile qiymetide razilasmaq olar masin harasa getrilmir baxmaq isdeyen gelib baxsin eyer razilasariqsa harda isdese yoxlada biler elave olarak senetinde qaza icazesi varr.,,,4,
0,24000,USD,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,185 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,1340,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr",,2,Avropa,7,
0,12800,AZN,Xırdalan,Chevrolet,Cruze,2011,Sedan,Gümüşü,1.4 L/140 a.g./Benzin,300 845 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,275,"ABS, Yağış sensoru, Park radarı, Kondisioner, Oturacaqların isidilməsi, Oturacaqların ventilyasiyası",İkinci sahibiyem 2 ildi mendedir mator karobka perodok idial veziyyetdedi turbosu yenisi ile evez olunub salafan 1 heftedi mator xana hissesinde bir cox ehtiyyat hissesi yenisi ile evez olunub diskler 18 lik zavod start stop harda lazimdir ordada yoxlana biler masina novxanida baxa bilersiz fikri ciddi olan insan narahat elesin…,2,Amerika,4,
1,19900,AZN,Xırdalan,Mitsubishi,L200,2007,Pikap,Göy,2.5 L/136 a.g./Dizel,388 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,9824,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner",Ideal Veziyyetdedi..Vuruq Udar Qetiyyen Yoxdu.Mator Karobka Most Razdatka Sazz Veziyyetdedi.Kandisaner Iwlek Veziyyetdedi.  Disk Teker Teze Alinib..  Harda Istesez Yoxlada Bilersiz..  Barter Kredit Mumkundu..  Xaiw Olunur Zeng Ederken Qiymetle Bagli Muzakire Aparmayin,,,,
0,23500,USD,Bakı,Nissan,Sentra,2021,Sedan,Ağ,2.0 L/149 a.g./Benzin,41 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,2171,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","Təcili Satılır Nissan Sentra SR Premium ! Bu komplektasiyadan Bakida cemi 1 ededdir. Motor turbo deyil sadedir.original probeq.trasda 6 L, seher daxili 8-10 L. 0-100 km süretlenme 8.9 saniye Salonu çox genisdir Bose audio system, ön oturacaqlarin ve rulun qizdirilmasi, lyuk, Start Stop, 360 kamera, arxa radarlar, Apple carplay, müherrikin kenardan ise salinmasi ( müherrik kenardan ise salinan zaman havaya uygun olaraq oturacaqlarin ve salonun temperaturu avtomatik tenzimlenir) arxa ve gabaq distronic ve bir çox funksiyalari var. Diskler, yan güzgüler ve dam zavod qara gelib. Bos bekar adamlar narahat etmesin.Özüne yeni kimi, ekonom,süretli,airbag açilmayan,suda batmayan, keyfiyyetli ve gözel avtomobil istiyenler buyursun.Real aliciya qiymetde cuzi endirim ederem.",2,Amerika,5,
1,55000,USD,Bakı,Zeekr,001,2022,Hetçbek,Ağ,0.0 L/268 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib", 09.05.2023,30417,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",,,,,
0,25700,AZN,Bakı,Kia,Optima,2015,Sedan,Qara,2.0 L/274 a.g./Benzin,98 521 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,665,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Masin tam ideal veziyetdedi.Masinin hec bir herci yoxdu.Masin qaraj seraitinde sahlanilir ve hec bir problemi yoxdu .Masinin vurugu udari yoxdu ve hec bir airbagi atmiyib.Ancag real alicilar narahat etsin,,,,
1,33000,AZN,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,205 620 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,271,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Avtomobil ideal vəziyyətdədir. Heç bir problemi yoxdur. BEZKRASKADIR! Bütün rasxodnikləri yenilənib. İstənilən servisdə baxış keçirilə bilər. Kredit mümkündür. Barter mümkündür, YALNIZ AVTOMOBİL İLƏ! Ünvan: Babək prospekti 313A (Murad Avtosalon)",2,Koreya,7,
1,9800,AZN,Sumqayıt,SEAT,Ibiza,2010,Universal,Mavi,1.2 L/75 a.g./Dizel,249 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,5977,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Ksenon lampalar, Yan pərdələr","Masinda udar ,vurug qeti yoxdur . Motor ,karobka texniki ve elektron hissesi tam qaydasindadi. Musteri istenilen yerde yoxlatdira biler.   Cox ekonom ve dozumlu modeldir. @@@@@@@@@@@@@@@@@@@@@@ Kreditle mumkundur Ilkin odenis 4500man, qaliq mebleg 30aya qeder,  respublikanin butun bolgelerine kredit mumkundur.",2,,5,
0,10700,AZN,Bərdə,Hyundai,Getz,2009,Hetçbek,Qara,1.1 L/66 a.g./Benzin,170 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 24.05.2023,2130,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Yan pərdələr",Maşın tecili pul lazim olduquna gòre satilir maşın gelenden òzùmùzdedir  yaxşı vəziyyətdədir hec bir problemi yoxdur hec bir xərc  tələb etmir bu yaxinlarda maşina 1500 manata xerc qoymuşam heç bir prablemi yoxdu çox ekonom maşındır  4-litir benzin işlədir reyal aliciya maşinin yaninda qiymetnen baģli hòrmet olacaq xahiş edirəm fikiri cidi olanlar buyura biler,,,5,
0,2800,AZN,Sumqayıt,LADA (VAZ),2109,1993,Hetçbek,Yaşıl,1.5 L/78 a.g./Benzin,70 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 27.05.2023,1009,Yüngül lehimli disklər,Gundelik surulen mawindir.mueyyen yerlerinde demirci malyar iwleri var.mator karopka yaxwi veziyyetdedir.,3,Rusiya,5,
0,3200,AZN,Bakı,Tofas,Sahin,2006,Sedan,Qara,1.6 L/86 a.g./Benzin,150 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib", 25.05.2023,857,"Ksenon lampalar, Yan pərdələr","Most karopka ela vezyetdedir.tekerleri tezedir,salon ela vezyetdedir.",2,Digər,5,
0,10700,AZN,Bakı,Kia,Rio,2005,Hetçbek,Qara,1.5 L/109 a.g./Dizel,398 524 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,527,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Arxa görüntü kamerası, Yan pərdələr","Maşən əla vəziytdədir. Heç bir problemi ypxdur. Mator, karopka, xadavoy əla vəziyyətdədir. Çox ekonom, dözümlü və baxımlı avtomobildir. Qiymət maşının yanında razılaşılacaq.",2,Koreya,5,
1,5500,AZN,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,88 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,27890,"Yüngül lehimli disklər, Mərkəzi qapanma, Ksenon lampalar, Yan pərdələr","Avtomabil Tam ela vezyetdedir Qetiyyen xerc teleb etmir Mator/Karobqa/Kuza/Salon tam qaydasindadir Mostda qetiyyen ses yoxdur Xadavoyu tam sazz vezyetdedir Butun Lazimi isler gorulub masinda ilkin odenis 2.800azn kredit mumkundur. Kredit/Lizing/Barter mumkundur.Xais olunur zeng ederken qiymetle baqli muzakire aparmayin.Avtomabil 090-Cars avto salondadir. —————————————————  Bütün növ avtomobillərin alışı , satışı , barteri və kreditləşməsi mümkündür. Kredit müddəti 3/24 aylıq qrafiklə hesablanır. 1 saat ərzində iş yerindən arayış tələb olunmadan tək şəxsiyət və sürücülük vəsiqəsi ilə rəsmiləşir.  —————————————————  Buyurub *090 CARS* gələ bilərsiz. Həftənin bütün günləri saat 09:00 dan 20:00 a kimi fəaliyyət gösdəririk.  Ünvan: Baki/Novxani  işıq idarəsinin yanı.",1,,,
0,19400,AZN,Bakı,Mitsubishi,Pajero,2009,Offroader / SUV,Qara,3.0 L/190 a.g./Benzin,215 350 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,5215,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Masin tam idial vezyetdedi mator karopka razdatqa superdi kuzasinda vurugu yoxdu butun elektronikasi islek vezyetdedi tekerleri tezedi bu gun ku gun hec bir xerc teleb etmir,,,7,
0,84000,USD,Bakı,Porsche,Panamera 4S,2017,Liftbek,Qara,2.9 L/440 a.g./Benzin,60 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 16.05.2023,13958,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Porsche servisdan alinib.Servisda qullug olunur.2 ci masin kimi istifade olunur . Yalniz ciddi alicillar narahat elesin!!,0,Avropa,,
0,10800,AZN,Ağdam,LADA (VAZ),Priora,2013,Liftbek,Ağ,1.6 L/106 a.g./Benzin,190 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,186,"Yüngül lehimli disklər, ABS, Yağış sensoru, Park radarı, Kondisioner, Oturacaqların isidilməsi","Maşın Cox rahat səliqəli görnüşdü maşındır.vurugu udarı yoxdu yüngül ordan burdan rəng dəyən yerləri var.ilin fuludu.kondisaner qızdırıcıları yagış işıq sensor,radarı hamısı işləyir.matoru 500 yüz azn xərc cəkib əyməyən yıgdırmışam.bir qıram yag azaltmagı yoxdu.ferodo caşqa zbor dəyişmişəm təzə. ikiqat beşumka yıgılıb. bir sözlə benzinin tök sür.",2,,,
0,15200,AZN,Gəncə,Chevrolet,Cruze,2014,Sedan,Qəhvəyi,1.4 L/141 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,518,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Arxa görüntü kamerası","Ideal vezyetdedir,Original probeg,koja salon ,kor noqte,arxa kamera, lyuk,kondisioner,.Isdenilen yerde yoxlana biler.Elave melumat ucun zeng edin",1,Amerika,4,
1,127900,USD,Bakı,Land Rover,Defender,2022,Offroader / SUV,Qara,3.0 L/249 a.g./Dizel,9 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,1700,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","K R E D I T M U M K U N D U R !!maximum kredit muddeti 3 il AZN-LE.Kreditle masin alan musterilerin nezerine !! iki saat erzinde Masin aformut olunub musteriye tehvil verilir!!! Zehmet olmasa kreditle isteyen musteriler ikinci nomre ile elaqe saxlasin!!  - QARANTIYA!!!  - Almanyadan yeni gelib - Tam Full Paketdir - HSE Paket - Almanyadan LAND ROVER servizden alinib  WINTER EDITION . - 100% Bez Kraskadir, Yeni avtomobilden qetiyyen secilmir.cox seliqeli masindir.Istenilen yerde yoxlatdira bilersiniz.  UNVAN: Neolitin Kruqu,Boyuk Saray ile uzbe uz,Baki seh,Nizami ray,Mikayil Eliyev kuc,16  AVTO cars 017",1,Rəsmi diler,5,
1,32800,AZN,Sumqayıt,Mitsubishi,Pajero,2012,Offroader / SUV,Ağ,3.5 L/202 a.g./Benzin,125 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,359,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Serviz maşını. Servizdə quluq olunub. Bez krasqa demək olar. POLNU FULL. 2020 modelə yığılıb.ROCKFORD. Androit Manitor Arxa görüntü kamerası. Klimat kondisioner. Koja salon. Hər iki tərəf Otracağların elektron tenzimlənməi. Oturacaqların isidilməsi. 7-di yerlik. Multu rol. Avto pilot. 10 ədəd SRS. 4 ədəd şüşə qaldıran. Yan güzgülerin qatlnması. 4X4 WD. Tam saz vəziyyətdədi. Hec bir xərc tələb etmir. Xırda belə olsun xərci yoxdu. Bütün Rasxodniklər Təzəlikcə Servizdə Təzələnib. Təkərlər təzə. İki acarı var. 2011-2012 alış. DAXİLİ KTEDİT VƏ LİZİNK MÜMKÜNDÜ. İlkin ödəniş 50 % etməklə. << Ünvan: Sumqayıt şəhəri 17-ci mikrorayon NUR ŞADLIQ evinin yanı >>,1,Rəsmi diler,7,
0,53900,USD,Bakı,Mercedes,E 300 de,2020,Sedan,Qara,2.0 L/311 a.g./Plug-in Hibrid,94 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,335,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Plug İn. Dizel. Full komplektasiya. Maşın tam ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir. Təkərlər təzədir. İstənilən yerdə yoxlada bilərsiniz. Avtomobil Badamdar Maşın Bazarında Lüks Avto avtosalonunda yerləşir. Tiptronik, START STOP, monitor, arxa kamera, klimat kontrol, kruiz, multi sükan, yağış və işıq sensoru, 8 yastıq, 4 şüşə qaldıran, avtomatik qatlanan yan güzgülər, panorama, Distronic, ölü zonanın sensoru, keylesa-go.",1,Avropa,5,
0,25000,AZN,Bakı,Mazda,3,2014,Hetçbek,Ağ,2.0 L/150 a.g./Benzin,70 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 27.05.2023,1027,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar","2014. Mazda 3. Hatchback 2 motor. Supreme (Azərbaycanda rəsmi satılan ən yüksək komplektasiya). Orijinal yürüş və rəsmi Mazda Azerbaijanda servis olunur bu günə kimi. Maşının iki açarı var. Nömrə ilə birlikdə satılır. Bütün servis tarixçəsi mövcuddur. Avtomobil qəzada iştirak etməyib, vuruğu yoxdur. Cızıqlara görə sol yan qapı üzərində xırda kosmetik işlər görülüb. Kredit və Barter təklif etməyin. Qiymət haqqında istənilən müzakirə telefonla yox, yerində və canlı aparılır. Ciddi fikri olanlar 09:00-20:00 aralığında əlaqə saxlaya bilərlər. Dəstək götürülmədiyi təqdirdə həmin nömrənin WhatsApp-ına yaza və ya səsli mesaj ata bilərsiniz.",1,Rəsmi diler,5,
0,19900,AZN,Bakı,Nissan,Juke,2014,Offroader / SUV,Ağ,1.6 L/117 a.g./Benzin,111 045 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 25.05.2023,6434,,Salam. Yungul zede ile gelib servizde qulluq olub ideal veziyyete getirilib.. Butun xidmetler servizde sisteme işlənib. Tam ozune ideal masin axtaranlar ve ciddi şexslerin zeng etmeleri tovsiyə olunur.  Masin deyerinden asagi qiymete qoyulub tecili satilir. Yerinde Razilasmaq olar,0,Amerika,,
0,77000,USD,Bakı,Toyota,Land Cruiser,2016,Offroader / SUV,Ağ,4.5 L/249 a.g./Dizel,85 817 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,320,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",bezkrasqa ustunde 4 eded yaxsi veziyetde tekerde verilecek,1,Avropa,7,
0,1500,AZN,Bakı,Minsk,D4 125,2021,Motosiklet,Yaşıl,0.1 L/75 a.g./Benzin,7 120 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,197,,"Moto ideal vəziyyətdədir.Heç bir problem yoxdur.Demək olarki sürülməyib kuriyer üçün yox həvəsə alınıb daha böyük kub almaq üçün satılır ,cüzi endirim edərəm.Sənədləri qaydasındadır.",2,,,
0,35000,USD,Bakı,Lexus,NX 200t,2016,Offroader / SUV,Yaş Asfalt,2.0 L/238 a.g./Benzin,52 607 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,119,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr","Maşın 2016 ci ildə rəsmi Lexus servisindən alınıb səliqəli sürülüb, qaraj şəraitində saxlanlır. Nömrəsiz satılır, heç bir detalına rəng dəyməyib və dəyişən detalı yoxdur. Mator, karobka və elektron təchizatı saz vəziyyətdədir. 2 ci maşın kimi sürülüb. (Qadın sürüb) Bakı şəhər daxilində istənilən yerdə yoxlatdırmaq olar. Qiymət yalnız maşına baxdıqdan sonra cüzi endirim ola bilər.",,Avropa,5,
0,90999,USD,Bakı,BMW,X5,2023,Offroader / SUV,Qara,2.0 L/231 a.g./Dizel,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,700,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","X5 2.0 Dizel X - Drive ! --- 2023 Birka !!!  ---- Kocurme yolu ile mumkundur --- "" М - пакет  NİGHT _ пакет  Oфициального _ Дилера  Имеется - ГАРАНТИЯ - на 4 года - ( 200. 000 KM ) Oфициального дилера """" i M P R O T E X __ M O T O R S """"  + BMW LASER Light Черный Фара .  + ++ Хрустальная скорость капюшона .  + Задня _ Kамера .  + Индикация давления в шинах  + Обогрев передних и задних сидений  + Сопровождающее освещение салона  + Автоматическое включение дальнего света  + Active Protection  + Driving Assistant (предупреждает о столкновении)  + Система парковки Park Assistant Plus (Система кругового обзора)  + ""Ambient Light"" подсветка  + Предотвращает столкновение при парковке",,Rəsmi diler,,
0,23500,AZN,Ağstafa,Hyundai,Sonata,2015,Sedan,Qara,1.6 L/177 a.g./Benzin,161 280 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,757,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Ksenon lampalar, Arxa görüntü kamerası","Avtomobil öz adımadır Heç bir problemi yoxdur Heç bir xərc tələb etmir Geniş,komfortlu,baxımlı və Ekonom avtomobildir 1 aydır yeni təkərlər əlavə olunub,Michelin firmasının Ancaq qaraj şəraitində saxlanılır Fikri ciddi olan şəxslər zəng etsin Zəng edib bəzi leş avtomobillərlə müqayisə etməyin Qısacası,Otur Sür Avtomobildir. Sadəcə olaraq Hündür maşın istəyirəm deyə satıram.",,,5,
0,13500,AZN,Bakı,Toyota,Prius,2008,Liftbek,Yaşıl,1.5 L/76 a.g./Hibrid,520 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,178,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Dəri salon, Arxa görüntü kamerası","Salam, maşın 4 ildir, Amerikan gələndən özümdədir, Vuruqsuz gəlib,224.000 mil gedişlə. ABS tam saz vəziyyətdədir, Antifreez,yağ,əyləc sisteminin mayesi (jidkist) yeni dəyişdirilib,salon dəridir. Kosmetik xərcləri var (damın,kapotun lakı bozarıb və buferlər) özüm rənglədib verəcəm. Heç bir vuruğu udarı və çürüyü  qətiyyən yoxdur,taksidə olmayıb. 5 minə 1,5-2 litr yağ yeyir. Suyun,invertorun pompası da yeni dəyişilib. Bateryalar ideal vəziyyətdədir. Təkərlər də yeni dəyişilib. Alan adama maşının kosmetika işlərini gördürüb və Salonu ximiçistika etdirib verəcəm,indi işlə əlaqədar vaxtım yoxdu etdirməyə. VİN kod qeyd olunub,CARTFAX-a ödəniş tələb etsə Amerikada olan vəziyyətinin şəkillərini göndərə bilərəm. Barter 2016 və yuxarı il Chevrolet Cruze-la  mən tərəfdən pul verilməklə barter edilə bilər. Maşım nəğd qiymətə satılır. 21:00-dan sonra narahat etməməyiniz xahiş olunur.",2,Amerika,5,
